CIP13;Designation;Product;ATC2_code;ATC2;ATC3_code;ATC3;ATC5_code;ATC5
3400930077344;Rupatadine myl 10 mg cpr 30;Rupatadine myl;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AX28;Rupatadine
3400930077429;Mednutriflex omega e perf 1250ml 5;Mednutriflex omega e perf;B05;Substituts du sang et solutions de perfusion;K01D2;Emulsions lipidiques en association;B05BA10;Associations
3400930077436;Mednutriflex omega e perf 1875ml 5;Mednutriflex omega e perf;B05;Substituts du sang et solutions de perfusion;K01D2;Emulsions lipidiques en association;B05BA10;Associations
3400930077450;Reanutriflex omega e perf 625ml 5;Reanutriflex omega e perf;B05;Substituts du sang et solutions de perfusion;K01D2;Emulsions lipidiques en association;B05BA10;Associations
3400930077467;Reanutriflex omega e perf 1250ml 5;Reanutriflex omega e perf;B05;Substituts du sang et solutions de perfusion;K01D2;Emulsions lipidiques en association;B05BA10;Associations
3400930077474;Reanutriflex omega e perf 1875ml 5;Reanutriflex omega e perf;B05;Substituts du sang et solutions de perfusion;K01D2;Emulsions lipidiques en association;B05BA10;Associations
3400930077665;Rupatadine arw 10mg cpr 30;Rupatadine arw;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AX28;Rupatadine
3400930077696;Ninlaro 2,3mg gelule 3;Ninlaro;L01;Antineoplasiques;L01H;Inhibiteurs de proteine-kinase antineoplasiques;L01XX50;Ixazomib
3400930077719;Ninlaro 3mg gelule 3;Ninlaro;L01;Antineoplasiques;L01H;Inhibiteurs de proteine-kinase antineoplasiques;L01XX50;Ixazomib
3400930077726;Ninlaro 4 mg gelule 3;Ninlaro;L01;Antineoplasiques;L01H;Inhibiteurs de proteine-kinase antineoplasiques;L01XX50;Ixazomib
3400930077856;Venclyxto 10 mg cpr 14;Venclyxto;L01;Antineoplasiques;L01X9;Autres antineoplasiques;L01XX52;Venetoclax
3400930077887;Venclyxto 50 mg cpr 7;Venclyxto;L01;Antineoplasiques;L01X9;Autres antineoplasiques;L01XX52;Venetoclax
3400930077894;Venclyxto 100 mg cpr 7;Venclyxto;L01;Antineoplasiques;L01X9;Autres antineoplasiques;L01XX52;Venetoclax
3400930077900;Venclyxto 100 mg cpr 14;Venclyxto;L01;Antineoplasiques;L01X9;Autres antineoplasiques;L01XX52;Venetoclax
3400930077917;Venclyxto 100 mg cpr 112;Venclyxto;L01;Antineoplasiques;L01X9;Autres antineoplasiques;L01XX52;Venetoclax
3400930077948;Dutasteride sdz 0,5mg capsule 30;Dutasteride sdz;G04;Medicaments urologiques;G04C3;Inhibiteurs de la 5 alpha-reductase non associes, contre l'hbp;G04CB02;Dutasteride
3400930078167;Amlodipine/valsart tvc 5mg/80mg cpr 30;Amlodipine/valsart tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078198;Amlodipine/valsart tvc 5mg/80mg cpr 90;Amlodipine/valsart tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078259;Amlodipine/valsart tvc 5mg/160mg cpr 30;Amlodipine/valsart tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078273;Amlodipine/valsart tvc 5mg/160mg cpr 90;Amlodipine/valsart tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078488;Amlodipine/valsar tvc 10mg/160mg cpr 30;Amlodipine/valsar tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078501;Amlodipine/valsar tvc 10mg/160mg cpr 90;Amlodipine/valsar tvc;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D3;Antagonistes angiotensine ii en assoc. avec antagonistes calciques;C09DB01;Valsartan et amlodipine
3400930078655;Revinty ellipta 92/22microg inh u 30;Revinty ellipta;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03F1;Beta 2 stimulants + corticoides, a inhaler;R03AK10;Vilanterol et fluticasone furoate
3400930078679;Revinty ellipta 184/22microg inh u 30;Revinty ellipta;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03F1;Beta 2 stimulants + corticoides, a inhaler;R03AK10;Vilanterol et fluticasone furoate
3400930078853;Xarelto 15 mg + 20 mg cpr pell 49;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400930078884;Ivabradine zen 5 mg cpr 56;Ivabradine zen;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930078914;Ivabradine zen 7.5 mg cpr 56;Ivabradine zen;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930078921;Venlafaxine myl lp 37,5mg gelule 30;Venlafaxine myl lp;N06;Psychoanaleptiques;N06A5;Antidepresseurs inhibiteurs de recapture de serotonine et noradrenaline;N06AX16;Venlafaxine
3400930078976;Irbesartan bga 150mg cpr pell 30;Irbesartan bga;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400930079003;Irbesartan bga 300mg cpr pell 30;Irbesartan bga;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400930079034;Emtricitabin tenof myl 200/245mg cpr 30;Emtricitabin tenof myl;J05;Antiviraux a usage systemique;J05C1;Inhibiteurs de la transcriptase reverse nucleosidiques et nucleotidiques;J05AR03;Tenofovir disoproxil et emtricitabine
3400930079041;Tenofovir diso myl 245 mg cpr 30;Tenofovir diso myl;J05;Antiviraux a usage systemique;J05C1;Inhibiteurs de la transcriptase reverse nucleosidiques et nucleotidiques;J05AF07;Tenofovir disoproxil
3400930079188;Ivabradine myl 5 mg cpr 56;Ivabradine myl;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930079331;Ivabradine myl 7.5 mg cpr 56;Ivabradine myl;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930079416;Aripiprazole zyd 5 mg cpr 28;Aripiprazole zyd;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930079454;Aripiprazole zyd 10mg cpr 28;Aripiprazole zyd;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930079485;Aripiprazole zyd 15 mg cpr 28;Aripiprazole zyd;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930079522;Cetirizine tvs 10mg cpr 15;Cetirizine tvs;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AE07;Cetirizine
3400930079676;Montelukast arl 10mg cpr 28;Montelukast arl;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400930079799;Vaxelis susp inj ser 1;Vaxelis susp inj ser;J07;Vaccins;J07B3;Autres associations;J07CA09;Diphterie-heamophilus influenzae b-coqueluche-poliomyelite-tetanos-hepatite
3400930079843;Imodium 0,2mg/ml enf sol buv 100 ml 1;Imodium;A07;Antidiarrheiques, antiinflammatoires et antiinfectieux intestinaux;A07H;Ihnibiteurs du transit;A07DA03;Loperamide
3400930080061;Levetiracetam bga 250 mg cpr 60;Levetiracetam bga;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400930080078;Levetiracetam bga 500 mg cpr 60;Levetiracetam bga;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400930080085;Atorvastatine myl 10mg cpr 30;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080092;Atorvastatine myl 10mg cpr 90;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080108;Atorvastatine myl 20mg cpr 30;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080115;Atorvastatine myl 20mg cpr 90;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080122;Atorvastatine myl 40mg cpr 30;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080139;Atorvastatine myl 40mg cpr 90;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080146;Atorvastatine myl 80mg cpr 30;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080153;Atorvastatine myl 80mg cpr 90;Atorvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400930080160;Voriconazole sdz 200mg cpr 14;Voriconazole sdz;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC03;Voriconazole
3400930080184;Voriconazole sdz 200mg cpr 56;Voriconazole sdz;J02;Antimycosiques a usage systemique;J02A;Agent systemique pour infections fongiques;J02AC03;Voriconazole
3400930080238;Diclofenac arw 1% gel fl 100 ml 1;Diclofenac arw;M02;Topiques pour douleurs articulaire et musculaire;M02A;Antirhumatismal topique et analgesiques;M02AA15;Diclofenac
3400930080344;Bisoprolol qvl 1,25 mg cpr 30;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080412;Bisoprolol qvl 2,5 mg cpr 30;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080436;Bisoprolol qvl 2,5 mg cpr 90;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080528;Bisoprolol quiver lab 3,75 mg, cpr 30;Bisoprolol quiver lab;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080559;Bisoprolol quiver lab 3,75 mg, cpr 90;Bisoprolol quiver lab;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080610;Bisoprolol qvl 5mg cpr 30;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080634;Bisoprolol qvl 5mg cpr 90;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080689;Bisoprolol qvl 7,5 mg, compri 30;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080757;Bisoprolol qvl 10mg cpr 30;Bisoprolol qvl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB07;Bisoprolol
3400930080832;Gastrografine 76% sol buv/rectale 1;Gastrografine;V08;Produits de contraste;T01C;Gastroentrographie;V08AA01;Diatrizoique acide
3400930081051;Trinordiol cpr 21;Trinordiol cpr;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03A4;Contraceptifs triphasiques;G03AB03;Levonorgestrel et estrogene
3400930081068;Trinordiol cpr 63;Trinordiol cpr;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03A4;Contraceptifs triphasiques;G03AB03;Levonorgestrel et estrogene
3400930081372;Atarax 25mg cpr 30;Atarax;N05;Psycholeptiques;N05C;Tranquillisants;N05BB01;Hydroxyzine
3400930081433;Atarax 0,2g/100ml sirop fl 200ml 1;Atarax;N05;Psycholeptiques;N05C;Tranquillisants;N05BB01;Hydroxyzine
3400930081457;Ximepeg 10g pdr orale sachet 4;Ximepeg;A06;Laxatifs;A06A7;Laxatifs osmotiques avec electrolytes;A06AD65;Macrogol en association
3400930081518;Diclofenac arg 1% gel tb 100g 1;Diclofenac arg;M02;Topiques pour douleurs articulaire et musculaire;M02A;Antirhumatismal topique et analgesiques;M02AA15;Diclofenac
3400930081525;Cystadrops 3,8 mg/ml, collyre fl 5ml 1;Cystadrops;S01;Medicaments ophtalmologiques;S01A;Antiinfectieux ophtalmiques;S01XA21;Mercaptamine
3400930081549;Beclometasone chi 400mcg inh unidose 20;Beclometasone chi;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA01;Beclometasone
3400930081570;Beclometasone chi 800mcg inh unidose 20;Beclometasone chi;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA01;Beclometasone
3400930081594;Dulcilarmes 1,5% collyre fl 1;Dulcilarmes;S01;Medicaments ophtalmologiques;S01K1;Larmes artificielles et lubrifiants oculaires;S01XA20;Larmes artificielles et diverses autres preparations
3400930081679;Etoricoxib krk 30 mg cpr 28;Etoricoxib krk;M01;Antiinflammatoires et antirhumatismaux;M01A3;Coxibs non associes;M01AH05;Etoricoxib
3400930081778;Etoricoxib krk 60 mg cpr 28;Etoricoxib krk;M01;Antiinflammatoires et antirhumatismaux;M01A3;Coxibs non associes;M01AH05;Etoricoxib
3400930081808;Hydroxyzine myl 25mg cpr 30;Hydroxyzine myl;N05;Psycholeptiques;N05C;Tranquillisants;N05BB01;Hydroxyzine
3400930081815;Oxomemazine crt 0,33mg/ml ss sol buv 1;Oxomemazine crt;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AD08;Oxomemazine
3400930081822;Hydroxyzine bga 25mg cpr 30;Hydroxyzine bga;N05;Psycholeptiques;N05C;Tranquillisants;N05BB01;Hydroxyzine
3400930081921;Travoprost crt 40 mcg/ml collyre 1;Travoprost crt;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE04;Travoprost
3400930082102;Dutasteride arw 0,5 mg capsule 30;Dutasteride arw;G04;Medicaments urologiques;G04C3;Inhibiteurs de la 5 alpha-reductase non associes, contre l'hbp;G04CB02;Dutasteride
3400930082157;Amoxicilline alm 1g cpr disp 14;Amoxicilline alm;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400930082188;Amoxicilline alm 1g cpr disp 14;Amoxicilline alm;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400930082232;Progesterone sdz 100mg capsule 90;Progesterone sdz;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03D;Progestatifs;G03DA04;Progesterone
3400930082270;Metoprolol arl 50mg cpr 30;Metoprolol arl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB02;Metoprolol
3400930082362;Metoprolol arl 100mg cpr 30;Metoprolol arl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB02;Metoprolol
3400930082416;Metoprolol arl 100mg cpr 90;Metoprolol arl;C07;Betabloquants;C07A;Betabloquants non associes;C07AB02;Metoprolol
3400930082454;Gabapentine tvs 600mg cpr 90;Gabapentine tvs;N03;Antiepileptiques;N03A;Antiepileptique;N03AX12;Gabapentine
3400930082508;Gabapentine tvs 800mg cpr 90;Gabapentine tvs;N03;Antiepileptiques;N03A;Antiepileptique;N03AX12;Gabapentine
3400930082539;Ropinirole myp lp 2mg cpr 28;Ropinirole myp lp;N04;Antiparkinsoniens;N04A;Antiparkinsonien;N04BC04;Ropinirole
3400930082621;Ropinirole myp lp 4mg cpr 28;Ropinirole myp lp;N04;Antiparkinsoniens;N04A;Antiparkinsonien;N04BC04;Ropinirole
3400930082690;Ropinirole myp lp 8mg cpr 28;Ropinirole myp lp;N04;Antiparkinsoniens;N04A;Antiparkinsonien;N04BC04;Ropinirole
3400930082799;Laventair 55mcg/22mcg pdr inh unido 30;Laventair;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03L2;Anticholinergiques inhales d'action longue + beta 2 agonistes d'action longue;R03AL03;Vilanterol et umeclidinium bromure
3400930082812;Lamivudine /zido arw 150/300mg cpr 60;Lamivudine /zido arw;J05;Antiviraux a usage systemique;J05C1;Inhibiteurs de la transcriptase reverse nucleosidiques et nucleotidiques;J05AR01;Zidovudine et lamivudine
3400930082867;Urapidil stragen lp 30mg gelule 30;Urapidil stragen lp;C02;Antihypertenseurs;C02A2;Antihypertenseurs non associes d'action peripherique;C02CA06;Urapidil
3400930082911;Urapidil stragen lp 60mg gelule 30;Urapidil stragen lp;C02;Antihypertenseurs;C02A2;Antihypertenseurs non associes d'action peripherique;C02CA06;Urapidil
3400930083048;Alecensa 150mg gelule 224;Alecensa;L01;Antineoplasiques;V03X;Tous autres produits therapeutiques;L01XE36;Alectinib
3400930083062;Spasmag 1,2 g sol inj iv 10;Spasmag;B05;Substituts du sang et solutions de perfusion;A12C1;Magnesium;B05XA05;Magnesium sulfate
3400930083161;Fiasp 300u sol inj stylo 5;Fiasp;A10;Medicaments du diabete;A10C1;Insulines humaines et analogues d'action rapide;A10AB05;Insuline asparte
3400930083178;Fiasp 1000u sol inj fl 1;Fiasp;A10;Medicaments du diabete;A10C1;Insulines humaines et analogues d'action rapide;A10AB05;Insuline asparte
3400930083185;Fiasp 300u sol inj cart 5;Fiasp;A10;Medicaments du diabete;A10C1;Insulines humaines et analogues d'action rapide;A10AB05;Insuline asparte
3400930083437;Abacavir/lam sdz 600 mg/300 mg cpr 30;Abacavir/lam sdz;J05;Antiviraux a usage systemique;J05C1;Inhibiteurs de la transcriptase reverse nucleosidiques et nucleotidiques;J05AR02;Lamivudine et abacavir
3400930083451;Abacavir/lam myl 600 mg/300 mg cpr 30;Abacavir/lam myl;J05;Antiviraux a usage systemique;J05C1;Inhibiteurs de la transcriptase reverse nucleosidiques et nucleotidiques;J05AR02;Lamivudine et abacavir
3400930083468;Monoprost 0,005% collyre solution 1;Monoprost;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE01;Latanoprost
3400930083529;Rosuvastatine tvc 5mg cpr 90;Rosuvastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA07;Rosuvastatine
3400930083536;Rosuvastatine tvc 10mg cpr 90;Rosuvastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA07;Rosuvastatine
3400930083543;Rosuvastatine tvc 20mg cpr 90;Rosuvastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA07;Rosuvastatine
3400930083567;Dutasteride crt 0,5mg capsule 30;Dutasteride crt;G04;Medicaments urologiques;G04C3;Inhibiteurs de la 5 alpha-reductase non associes, contre l'hbp;G04CB02;Dutasteride
3400930083611;Aripiprazole crt 5 mg cpr 28;Aripiprazole crt;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930083758;Aripiprazole crt 10 mg cpr 28;Aripiprazole crt;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930083796;Aripiprazole crt 15 mg cpr 28;Aripiprazole crt;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AX12;Aripiprazole
3400930084151;Actonel 35 mg cpr gastro 4;Actonel;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400930084168;Actonel 35 mg cpr gastro 12;Actonel;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400930084199;Valganciclovir bga 450 mg cpr 60;Valganciclovir bga;J05;Antiviraux a usage systemique;J05B3;Antiviraux contre l'herpes;J05AB14;Valganciclovir
3400930084465;Rekovelle 36microgr sol inj stylo 1;Rekovelle;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03G;Gonadotrophines ou autres stimulants de l'ovulation;G03GA10;Follitropine delta
3400930084472;Rekovelle 72microgr sol inj cart 1;Rekovelle;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03G;Gonadotrophines ou autres stimulants de l'ovulation;G03GA10;Follitropine delta
3400930084564;Aturgyl 50 mg/100 ml sol nasale 1;Aturgyl;R01;Preparations nasales;R01A7;Decongestionnants a usage nasal;R01AA05;Oxymetazoline
3400930084588;Travoprost zen 40 mcg/ml collyre 1;Travoprost zen;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE04;Travoprost
3400930084779;Ivabradine tvs 5 mg cpr 56;Ivabradine tvs;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930084823;Ivabradine tvs 7,5 mg cpr 56;Ivabradine tvs;C01;Medicaments en cardiologie;C01X;Autres medicaments cardiaques;C01EB17;Ivabradine
3400930084939;Darunavir myl 400mg cpr 60;Darunavir myl;J05;Antiviraux a usage systemique;J05C2;Inhibiteurs de protease;J05AE10;Darunavir
3400930084953;Darunavir myl 600mg cpr 60;Darunavir myl;J05;Antiviraux a usage systemique;J05C2;Inhibiteurs de protease;J05AE10;Darunavir
